fc-barcelona-fan-token;bar;4;39%;15%;2%;0%;0;0;0;;10;0;-105;0;0;43;42;51;29;40;33;2;-2%;5%;-9%
vidt-dao;vidt;9;34%;44%;31%;101%;0;0;111;;11;12;-25;0;1;73;43;6;39;45;78;2;23%;69%;-3%
mxc;mxc;7;53%;30%;18%;26%;10;0;0;;11;0;-69;0;2;41;61;75;35;42;45;3;-32%;-12%;79%
pirate-chain;arrr;9;54%;25%;51%;73%;0;101;111;;11;4;-82;0;2;54;57;58;40;54;56;1;1%;0%;-3%
ceek;ceek;3;58%;21%;17%;20%;0;0;0;;11;1;-87;0;2;57;54;80;19;39;44;2;1%;0%;13%
coinweb;cweb;7;49%;3%;38%;26%;0;0;10;;1;19;-154;10;1;47;65;50;27;29;39;2;15%;-1%;6%
cocos-bcx;cocos;6;50%;55%;15%;8%;10;0;0;;1;10;17;0;1;67;50;38;43;39;35;1;6%;-11%;-9%
stacktical;dsla;13;152%;36%;83%;53%;1;111;110;;11;20;-50;0;1;73;50;45;38;58;52;2;4%;10%;-9%
synapse-2;syn;5;233%;23%;21%;39%;0;0;10;;11;6;-83;0;0;53;41;31;29;38;42;2;4%;19%;15%
xcad-network;xcad;4;176%;17%;0%;7%;100;0;0;;0;11;-100;10;0;28;52;32;36;22;22;1;3%;-7%;-13%
linear;lina;5;70%;26%;46%;0%;0;0;0;;0;12;-78;0;2;88;60;40;43;41;31;2;12%;-9%;-4%
jasmycoin;jasmy;10;27%;22%;76%;0%;0;11;100;;10;8;-99;0;2;75;72;37;40;51;38;3;3%;0%;7%
viberate;vib;9;35%;57%;59%;5%;10;11;100;;10;6;28;0;2;60;63;22;46;52;37;1;1%;-3%;-13%
aurora-dao;idex;11;31%;52%;87%;0%;11;11;100;;10;12;-4;0;1;72;35;53;46;59;41;4;2%;2%;45%
syscoin;sys;7;48%;32%;43%;0%;0;10;0;;10;10;-62;0;1;64;26;32;36;46;29;2;-22%;0%;22%
openanx;oax;9;113%;59%;30%;8%;10;10;10;;0;5;28;10;0;40;32;41;48;44;35;4;0%;9%;58%
numbers-protocol;num;8;71%;45%;94%;36%;1;11;100;;10;1;-44;0;1;58;8;45;44;75;54;3;1%;23%;70%
alpha-finance;alpha;6;68%;26%;34%;0%;0;1;0;;11;9;-79;0;1;78;51;43;33;43;36;1;2%;-13%;-28%
fx-coin;fx;9;38%;28%;27%;79%;1;100;11;;11;1;-69;0;2;59;63;55;38;47;53;3;4%;3%;2%
woo-network;woo;9;32%;57%;27%;35%;1;100;10;;10;18;23;0;2;75;49;58;48;47;43;3;9%;4%;13%
proton;xpr;9;65%;32%;76%;27%;1;11;110;;11;1;-52;0;1;43;56;40;32;56;41;1;3%;3%;-13%
concordium;ccd;7;97%;17%;27%;28%;0;0;0;;1;2;-100;10;2;25;76;73;25;25;46;3;0%;1%;2%
pivx;pivx;11;52%;57%;80%;39%;1;11;110;;10;10;28;0;2;59;54;56;47;55;46;1;3%;-11%;1%
velas;vlx;8;142%;31%;48%;41%;0;1;110;;11;0;-69;0;0;41;32;55;35;45;51;1;0%;7%;2%
beefy-finance;bifi;10;35%;78%;43%;5%;11;10;0;;0;17;87;0;2;47;68;64;55;48;40;1;3%;-3%;-11%
cortex;ctxc;8;38%;41%;36%;3%;1;10;0;;10;22;-31;1;2;82;57;33;41;46;25;1;1%;-4%;-2%
benqi;qi;7;34%;43%;21%;0%;1;100;0;;10;10;-23;0;1;81;43;36;41;45;29;3;4%;-3%;0%
republic-protocol;ren;10;57%;32%;80%;50%;0;11;10;;10;2;-54;0;1;79;40;49;37;60;48;2;20%;-3%;26%
floki;floki;10;76%;42%;28%;36%;1;1;110;;11;15;-23;0;1;74;52;53;42;47;44;3;2%;5%;8%
holotoken;hot;6;45%;29%;35%;0%;0;10;0;;10;7;-73;0;1;75;35;30;29;46;27;4;3%;6%;91%
theta-token;theta;5;46%;34%;0%;13%;0;0;0;;0;6;-54;0;1;74;39;42;40;31;26;3;-10%;48%;41%
loopring;lrc;9;45%;30%;100%;24%;0;11;110;;11;10;-66;0;1;84;49;39;36;56;44;3;3%;14%;39%
pha;pha;7;43%;57%;2%;0%;10;0;0;;1;5;28;0;1;52;74;54;47;39;35;2;2%;-1%;-2%
power-ledger;powr;11;31%;71%;76%;22%;11;111;100;;10;5;67;0;0;55;29;34;54;58;42;3;3%;210%;313%
gamefi;gafi;11;124%;24%;48%;73%;0;10;11;;10;3;-78;0;3;70;59;65;28;47;50;2;0%;10%;-2%
gains-network;gns;5;97%;35%;24%;0%;1;0;0;;10;21;-46;0;1;60;53;35;40;45;30;3;2%;0%;104%
waves;waves;5;54%;35%;13%;0%;0;0;0;;10;0;-48;0;2;91;62;12;42;42;24;3;6%;6%;29%
radix;xrd;11;33%;5%;43%;69%;10;1;111;;1;7;-173;10;1;51;84;32;40;40;55;2;6%;5%;-3%
green-satoshi-token;gst-sol;6;75%;22%;0%;54%;0;0;1;;11;0;-94;0;2;59;55;63;24;36;49;1;-1%;-10%;-4%
orion-protocol;orn;4;49%;27%;23%;0%;0;0;0;;10;2;-73;0;1;79;51;32;33;42;25;2;0%;7%;-6%
hydra;hydra;10;138%;58%;88%;46%;1;111;110;;10;1;16;0;1;54;17;59;39;80;56;1;-1%;-2%;1%
lattice-token;ltx;9;170%;41%;44%;52%;0;1;110;;11;0;-30;0;1;52;71;44;40;48;49;1;1%;2%;7%
route;route;10;64%;43%;78%;44%;1;110;101;;10;7;-44;0;1;64;13;26;45;61;51;3;2%;-4%;9%
biswap;bsw;5;70%;33%;20%;4%;0;0;0;;11;0;-57;0;2;72;58;38;29;41;39;3;2%;3%;7%
mantra-dao;om;7;39%;33%;12%;18%;0;0;0;;10;5;-60;0;2;73;60;25;39;41;37;2;5%;14%;5%
superrare;rare;9;41%;30%;86%;66%;0;1;110;;11;7;-65;0;2;82;56;22;33;57;54;2;8%;22%;10%
ooki;ooki;5;149%;25%;13%;0%;0;0;10;;11;5;-75;0;0;43;44;47;28;37;34;3;3%;6%;35%
band-protocol;band;10;31%;49%;71%;35%;0;1;110;;1;7;-5;0;2;61;55;69;45;51;48;3;2%;7%;21%
osmosis;osmo;3;103%;15%;-1%;0%;0;0;0;achat;11;0;-104;0;0;29;17;31;19;17;20;3;6%;8%;20%
polymesh;polyx;10;41%;75%;73%;22%;11;110;100;;10;1;70;0;1;56;39;43;54;60;43;4;3%;53%;41%
aurora-near;aurora;7;77%;21%;76%;79%;0;1;111;;11;0;-92;0;0;48;50;24;20;53;68;1;0%;0%;-1%
chiliz;chz;9;59%;36%;44%;0%;1;1;0;;10;0;-48;0;2;65;60;26;34;46;27;2;-11%;17%;9%
dego-finance;dego;7;31%;33%;27%;27%;0;0;100;;10;8;-58;0;2;80;58;22;40;44;41;2;-42%;5%;17%
ovr;ovr;8;48%;18%;48%;0%;0;10;100;;11;4;-109;0;2;74;55;67;31;43;40;2;-1%;2%;6%
qtum;qtum;7;40%;45%;13%;0%;1;0;0;;10;6;-14;0;2;66;70;24;46;44;23;1;14%;-11%;-21%
beldex;bdx;5;34%;22%;32%;0%;0;100;0;;10;14;-88;0;1;55;89;39;35;51;31;3;0%;8%;10%
dero;dero;6;104%;26%;0%;22%;0;100;1;;10;17;-77;0;1;65;29;43;29;38;39;4;1%;9%;19%
loki-network;oxen;8;75%;44%;28%;20%;1;100;0;;10;0;-11;0;2;51;67;67;42;46;44;2;0%;-17%;-7%
calamari-network;kma;5;134%;24%;0%;22%;0;0;0;;10;3;-78;0;2;60;41;63;33;32;26;1;-1%;-12%;-13%
airswap;ast;7;48%;41%;25%;0%;0;0;100;;10;3;-30;0;2;74;60;32;42;44;27;2;1%;-6%;-4%
constitutiondao;people;9;72%;34%;84%;1%;0;11;100;;11;3;-51;0;2;75;58;39;37;53;39;4;1%;7%;5%
celer-network;celr;10;43%;52%;71%;0%;1;11;0;;10;14;5;0;2;79;82;43;43;55;35;3;15%;6%;19%
everscale;ever;2;58%;-11%;4%;-1%;0;0;0;;1;14;-249;10;0;35;-3;5;22;20;15;2;0%;18%;36%
dfyn-network;dfyn;5;143%;29%;47%;2%;0;0;0;;10;9;-66;0;1;50;57;47;29;45;40;0;0%;-2%;-1%
kucoin-shares;kcs;5;64%;40%;0%;1%;0;0;0;;10;5;-34;0;1;45;69;52;35;37;30;2;3%;14%;-11%
multichain;multi;8;350%;72%;53%;12%;10;110;0;;10;19;72;10;1;35;55;58;48;51;42;1;107%;-19%;-8%
