tickers,cours,total_tests,ecart_BB_w,position_prix_BB_w,position_prix_BB_d,position_prix_BB_h4,ZL_MACD_hist,Tests_MM_w,Tests_MM_d,Tests_MM_h4,Tests_RSI,combo_rsi,Tests_CCI,combo_cci,CHOP_w,combo_chop,Hammer_1w,Hammer_1d,Tests_VOL,VOL_var_1d,VOL_var_7d,VOL_var_14d
RVN,0.01113,7.0,4.198693336410866,0.20808217569592052,0.014208593219404885,0.3289859837036942,101.0,0.0,0.0,1.0,100.0,,101.0,,43.64290669055494,,35.0,13.0,2.0,-0.02678707547400916,-0.14139499095964458,-0.3044377737382693
SAND,0.2717,8.0,6.6277558365177,0.2098747974176789,0.21102498962730498,0.48125990925291434,101.0,100.0,10.0,1.0,100.0,,100.0,,37.90013011312352,,35.0,56.0,0.0,-0.29172687139148384,-0.1266484461327432,-0.3904481354263098
SANTOS,2.691,9.0,1.8020584656215484,0.36703822311858614,0.6419717403894115,0.37767529717479087,110.0,1.0,111.0,110.0,101.0,,1.0,,53.100611819571526,,35.0,56.0,1.0,-0.6821696589344044,0.44293781557714473,-0.47188204806893064
SC,0.003019,5.0,2.992746731188872,0.17783803692824487,0.048951686969854774,0.2980355030069057,101.0,0.0,0.0,1.0,100.0,,101.0,,39.7844726525648,,35.0,13.0,2.0,-0.33053650303549215,-0.05218865791841129,-0.20405125774124294
SCRT,0.1996,9.0,17.97952422527903,0.25198274037116014,0.3732402942191234,0.6333556182209482,101.0,100.0,10.0,1.0,100.0,,100.0,,31.209767982167733,,-1.0,13.0,1.0,-0.3391151814904245,-0.5088448632020295,0.09210780950829205
SEI,0.1728,6.0,32.14000072503377,0.22493040856515042,-0.009058076407985165,0.26348622575704556,101.0,0.0,0.0,1.0,100.0,,101.0,,39.39605950014573,,-1.0,0.0,2.0,-0.37484886133698136,0.34934759836767115,-0.48160667721800804
SFP,0.5083,10.0,0.7549993245798398,0.08850496041141623,0.1983207619432205,1.0019346735258579,1.0,0.0,0.0,11.0,0.0,,1.0,,50.35453585235698,,35.0,56.0,0.0,-0.10686276545514786,0.014310898969415837,0.07137683312353885
SHIB,1.243e-05,8.0,3.5296911649668417,0.22157812809803829,0.26433691756278765,0.3524158061815788,101.0,100.0,10.0,1.0,0.0,,101.0,,44.45748682073668,,35.0,56.0,1.0,0.12763853955747675,0.8143291437693714,-0.3689391226060411
SKL,0.0226,3.0,6.221576207677064,0.17479908838210526,-0.009106458796105995,0.21736694938240883,101.0,0.0,0.0,0.0,100.0,,100.0,,44.00329296138558,,35.0,-1.0,2.0,-0.15235483264600597,0.16910974932526163,0.08693114503453327
SLP,0.001602,7.0,6.825499043270628,0.19714863697264728,0.005173976417315509,0.3391835874236047,101.0,100.0,0.0,1.0,100.0,,101.0,,37.56406575504997,,-1.0,13.0,0.0,1.8674614781266867,1.011636641546205,-0.09430934170046323
SNT,0.02358,8.0,3.561818900339099,0.2006672688897416,0.2253496249361989,0.681039289866167,101.0,100.0,0.0,1.0,100.0,,100.0,,47.50566595627887,,35.0,26.0,2.0,-0.6207327307528336,-0.8036374299310823,1.4399760775133545
SNX,0.763,6.0,65.4315783180179,0.23533042502081117,0.05087670988624884,0.28323579367428353,101.0,0.0,0.0,1.0,100.0,,101.0,,33.19799448911745,,35.0,31.0,1.0,-0.442469714335651,0.5768403323473386,-0.3294641182684184
SOL,125.78,10.0,1.6747361061384436,0.12853169930101532,0.279320006165272,0.48170666501618764,101.0,100.0,10.0,1.0,0.0,,1.0,,42.96422522988486,,35.0,47.0,1.0,-0.3319036300129041,0.21751475885038582,-0.3717641466214299
SPELL,0.0005848,4.0,2.4143887103066457,0.19627239700665974,0.12335626119858656,0.2220327536011599,0.0,100.0,0.0,0.0,100.0,,100.0,oversold,44.85736960180989,,336.0,27.0,0.0,-0.7589927566731454,-0.4570482529974873,-0.506206319321635
SSV,6.59,5.0,146.2923006881254,0.18648208405440303,0.0436937438314942,0.2983574688324575,101.0,0.0,0.0,1.0,0.0,,101.0,,30.579719047363234,,35.0,56.0,1.0,-0.4034852226901564,-0.14532548888114133,-0.3935766567652212
STEEM,0.1279,7.0,3.0929537958497404,0.1855444727498276,0.170789258371336,0.43179141178978536,101.0,100.0,0.0,1.0,100.0,,101.0,,38.30827346542962,,252.0,31.0,0.0,0.38602454237615436,0.4080132077915132,0.20293290039593062
STG,0.1992,6.0,3.0411441958647476,0.18920742585356903,0.17174185780588144,0.28916820397623577,101.0,0.0,0.0,1.0,100.0,,101.0,,38.167340786693565,,35.0,56.0,1.0,-0.45031441753881224,-0.03531762151493144,-0.30639637533797626
STMX,0.004565,5.0,1.4328156176787723,0.23661810148083917,0.6175913737956722,0.48166187789820747,10.0,0.0,1.0,110.0,100.0,,101.0,,52.28711213297428,,336.0,56.0,2.0,-0.7024848498906267,8.172183638300515,0.8788022040036284
STORJ,0.2651,6.0,3.3088264596908776,0.19365328224961292,0.05985460404624348,0.36462217367677047,101.0,0.0,0.0,1.0,100.0,,101.0,,43.52714210094451,,378.0,56.0,1.0,-0.6664242925484393,-0.3727353931770246,0.21255198974135125
STPT,0.04136,7.0,3.132461514776199,0.18349172599612318,0.06391638993128022,0.2137346603085006,1.0,110.0,0.0,0.0,100.0,,100.0,oversold,51.274439495087314,,378.0,6.0,0.0,1.5146760617595225,1.575100286342247,-0.339583434918985
STRAX,0.03759,2.0,1.8697822439266627,0.09171198032356177,-0.023139347773294437,0.007544537387449025,0.0,100.0,0.0,0.0,100.0,,100.0,oversold,41.8236700210721,,336.0,34.0,1.0,-0.559250712212329,-0.6041913813637818,1.0583377796028486
STX,0.612,6.0,124.27735923732239,0.22571370233138704,0.2585383281038987,0.33641719306209733,101.0,0.0,10.0,1.0,0.0,,1.0,,33.99138307754311,,35.0,13.0,0.0,-0.32508998079407747,0.0905229929902244,-0.1717935391020336
SUI,2.2819,8.0,2.1753020645784815,0.16218451846571066,0.34351755772511205,0.3189229031930588,101.0,100.0,10.0,1.0,100.0,,100.0,,47.26500082873364,,-1.0,82.0,0.0,-0.2219808648783192,0.44262832936511287,-0.2807848141942344
SUN,0.01661,14.0,1.2268482710103537,0.2433337805118171,0.6038134433524609,0.9775028680818021,101.0,100.0,11.0,11.0,1.0,,1.0,,36.66800868539155,,238.0,31.0,0.0,-0.38425494425100054,-0.8567994376710617,3.2610397617103972
SUPER,0.4919,4.0,75.32135579995278,0.24328250417426722,0.516613500525504,0.21342564681136414,101.0,100.0,10.0,0.0,0.0,,1.0,,35.678233343345745,,35.0,8.0,0.0,-0.15470982638329728,1.7894766444100596,0.017364355667227105
SUSHI,0.594,7.0,27.77715622074104,0.23470667199756265,0.18179811020725922,0.5151986917529181,101.0,100.0,0.0,1.0,100.0,,100.0,,39.18345220947866,,35.0,31.0,1.0,-0.309868399054851,-0.16770041945716363,-0.43299919498291894
SXP,0.1847,6.0,2.9385894190617954,0.20218911207801551,0.10790260310709163,0.3129942661513871,101.0,100.0,0.0,1.0,100.0,,101.0,,42.100251042804686,,35.0,31.0,1.0,4.126432137283797,-0.3800322886543496,-0.23508146066050625
SYN,0.1636,8.0,59.04682374312336,0.17087989289592398,0.030192433681383777,0.4329158132859392,101.0,0.0,0.0,1.0,100.0,,101.0,,37.384335164751306,,182.0,0.0,1.0,0.23346536071419852,-0.3991829682254599,-0.1506856638820666
SYS,0.0415,4.0,13.273184325310238,0.18853686240872636,-0.0030164712286239598,0.31914640926216714,101.0,0.0,0.0,0.0,100.0,,101.0,,32.453151816898455,,35.0,13.0,1.0,0.4375726232041487,0.27271232175541366,0.05490000661425867
T,0.01533,5.0,2.53422162627158,0.16331687528105612,0.09495072496469888,0.34205018797488185,101.0,0.0,0.0,1.0,100.0,,101.0,,41.82849062913388,,35.0,16.0,1.0,-0.31513425635619036,-0.7343037156434269,0.08297843293277606
TFUEL,0.0342,4.0,3.2294568294965673,0.16178095494866387,-0.027031787866737135,0.15175581344502187,101.0,0.0,0.0,0.0,0.0,,101.0,oversold,36.458585243306835,,378.0,18.0,2.0,-0.3633022958211282,0.0013442047544647002,-0.5142726645087484
THETA,0.805,6.0,8.823946054008132,0.17194907801536913,0.032606722916485344,0.26594266654628573,101.0,100.0,0.0,1.0,100.0,,100.0,,35.7081692124327,,112.0,13.0,1.0,0.21502583153121824,-0.10036256256797516,-0.3433703838565943
TIA,3.114,2.0,5.567837297172944,0.26978345263304976,0.017130693703119152,0.13026105099370086,100.0,0.0,100.0,0.0,0.0,,101.0,,54.9611198977824,,-1.0,56.0,1.0,-0.28699263004085385,-0.18984014137127556,-0.45429633412294257
TKO,0.1815,4.0,6.207764759985089,0.184043933156125,-0.0019771983796837453,0.3006229224999522,101.0,0.0,0.0,0.0,100.0,,101.0,,34.72481153840282,,364.0,26.0,0.0,0.023981255751626573,-0.24849833629976129,-0.31851575041749025
TLM,0.00525,5.0,17.797146043646414,0.2256092390191503,0.10881683756839115,0.2929188082562092,101.0,0.0,0.0,0.0,100.0,,101.0,,33.492329968331546,,35.0,13.0,2.0,-0.347275505845933,0.17026658793764632,-0.4793492599050014
TOMO,1.3819,14.0,0.7096408346666998,0.5523632117781004,0.6450952679501469,1.063402932810745,11.0,110.0,1.0,11.0,100.0,,10.0,,57.97528778994432,,-1.0,570.0,2.0,1.1837518448777133,-0.009537712757894242,0.06571630410577953
TORN,4.06,5.0,2.5583227620837383,0.17953007800491197,0.33131258936643176,0.7251614093236171,10.0,0.0,1.0,10.0,0.0,,10.0,,57.80996641347199,,-1.0,900.0,2.0,1.441540856592259,2.091101295435489,-0.4692335091713905
TRB,26.8,5.0,8.19819198830134,0.21463301983221902,0.12173404071845119,0.41224258149810095,101.0,0.0,0.0,1.0,0.0,,1.0,,39.38384672343524,,35.0,56.0,1.0,-0.3613473157572818,-0.5077007629203069,-0.1291224889353768
TROY,0.001031,4.0,11.122396216250133,0.24503844031965882,0.05407963947004099,0.3039054241853796,100.0,100.0,0.0,0.0,100.0,,101.0,,18.704485358555836,,35.0,27.0,0.0,-0.04487705968391859,-0.11710382513631093,-0.7805518911831943
TRU,0.0345,7.0,92.28260243966204,0.2407642229755868,0.14032741438185836,0.36272114589454346,101.0,0.0,10.0,1.0,0.0,,1.0,,39.89459227058685,,35.0,56.0,1.0,-0.44015675797268483,0.35856165742103646,-0.35326776298899226
TRX,0.2397,17.0,0.5261129004023323,0.48279721827544114,0.8882392694054153,1.0055730375829808,111.0,101.0,11.0,111.0,101.0,,100.0,,64.33678527025305,,364.0,31.0,0.0,-0.2965576875743983,-0.3771668461025444,-0.22470879721616038
TVK,0.05405,17.0,19.62990463841653,1.003896953533002,0.7913653351346426,1.0035048854756383,101.0,11.0,111.0,11.0,11.0,overbuyed,111.0,,28.97567150590749,,588.0,544.0,2.0,0.7059798012197525,-0.23793969716072208,-0.3025262951350763
TWT,0.8529,7.0,1.0115690535355712,0.2004700727437575,0.17093983126662757,0.22913888031220533,101.0,100.0,10.0,0.0,100.0,,100.0,,45.5963533327228,,35.0,31.0,2.0,-0.21628075650637524,-0.5362419504821009,-0.33904033275797146
UFT,0.0758,7.0,22.176666674700893,0.1331586945640165,0.2150099323055109,0.5094062888280155,110.0,0.0,1.0,10.0,100.0,,101.0,,27.629964816904803,,35.0,12.0,2.0,12.530451328636254,0.29218192655068054,-0.3460828182090523
UMA,1.176,7.0,7.337122528951695,0.2037713948641887,0.2609595038113182,0.2793122113113886,101.0,0.0,10.0,1.0,0.0,,101.0,,41.55506340970732,,35.0,56.0,0.0,-0.4289878878522694,-0.7779665120591686,1.3996579661549586
UNFI,1.341,1.0,3.038193202572325,0.04607408112430893,0.18635579832007887,0.0918168040055662,11.0,0.0,0.0,0.0,0.0,,10.0,,27.838360722744245,,378.0,213.0,2.0,-0.2942034785940168,-0.5734978837532109,6.223244533702546
UNI,6.02,9.0,4.3609819307802615,0.17662426863615047,0.2648335020388294,0.5818022254648548,101.0,100.0,0.0,1.0,100.0,,100.0,,43.255182058203104,,336.0,13.0,2.0,-0.49369696252707673,-0.10959522120678793,-0.34632092070561377
USDP,1.0009,7.0,0.0029458052335018152,0.5832370898746303,0.665305841336861,0.2992612328623829,101.0,101.0,110.0,100.0,1.0,,110.0,,38.73841513202457,,455.0,36.0,1.0,-0.6697689069614272,0.511903151346941,-0.4950898346328835
USTC,0.01152,2.0,2.9744222510590137,0.21796305852062056,0.05413525752364633,0.35778132300873816,100.0,0.0,0.0,0.0,0.0,,0.0,,51.577256654755125,,35.0,56.0,2.0,1.338658308500612,-0.09556384154288224,-0.3604573363531545
UTK,0.03547,9.0,8.394092789387908,0.22840679870379996,0.04514468004260239,0.5478684603969292,101.0,100.0,0.0,1.0,100.0,,100.0,,45.596068513861766,,693.0,51.0,1.0,0.01616349813614478,-0.6013708364339297,-0.6113374642642435
VET,0.02249,5.0,3.3428023536162748,0.1612512496870481,0.02657692452409487,0.2522413581129602,101.0,100.0,0.0,0.0,100.0,,100.0,,43.883374737228344,,378.0,13.0,1.0,-0.10882390132150217,0.03351663039553633,-0.28203578421553177
VGX,0.018,6.0,4.292326827033668,-0.17711506185261547,0.27733715314920165,0.6055353140121795,11.0,0.0,0.0,1.0,0.0,,0.0,,37.96258594289659,,406.0,338.0,2.0,1.7025065516988462,-0.2694708954631146,3.425092762882111
VIB,0.03875,8.0,3.101086503435312,0.14300070066405976,0.10278740826212589,0.4859140758314914,101.0,0.0,0.0,1.0,0.0,,101.0,,38.33786145012856,,35.0,31.0,1.0,0.020372688055293995,2.0779408301535036,-0.2598122294128821
VIDT,0.02372,12.0,11.150086729882045,0.42239265836808715,0.9575694726566895,0.677010554511193,110.0,1.0,11.0,111.0,1.0,,1.0,,47.8236661229713,,336.0,56.0,1.0,-0.724808880389755,-0.5277147405567805,2.935832764345227
VITE,0.00086,0.0,7.126642957346712,-0.639875524509375,0.03369160184338593,-0.13277417624433036,0.0,0.0,0.0,0.0,0.0,oversold,0.0,oversold,35.699718070722156,uncharged,-1.0,56.0,1.0,-0.2642799289493265,22.664741894187298,5.338233008468813
VOXEL,0.0694,5.0,16.275758295831487,0.20663334597170394,-0.0030185293833537973,0.35134078544256775,101.0,0.0,0.0,1.0,100.0,,101.0,,39.362304933657605,,35.0,56.0,0.0,-0.37481448391485933,-0.09947388331390135,-0.37488573083975774
VTHO,0.00225,7.0,2.330029538521759,0.23886591793947684,0.05832117292150564,0.4291632777918249,1.0,100.0,0.0,1.0,100.0,,100.0,,28.677868307622276,,294.0,27.0,0.0,-0.10904543353306426,-0.03595459556549262,-0.22470892215504637
WAN,0.1011,3.0,4.30997159647955,0.17550083777424624,-0.0011327868959866844,0.19930370580112913,100.0,0.0,0.0,0.0,100.0,,101.0,oversold,34.740637803168674,,35.0,13.0,1.0,0.6447336112148319,-0.03402307089644096,-0.14749526220223966
WAVES,1.076,6.0,3.275695051800849,0.03576111129736355,0.24873202249377055,0.2767134911910939,11.0,100.0,0.0,1.0,100.0,,0.0,,37.86019142994599,,378.0,311.0,2.0,-0.10305792352716775,-0.7282483022395413,3.294868936215694
WAXP,0.02215,7.0,3.5720976689805575,0.1725383057864142,0.0852484386372849,0.4574013013666746,100.0,0.0,0.0,10.0,100.0,,101.0,,39.047444282237784,,35.0,31.0,2.0,0.3553318188213828,-0.4242374730928266,0.22867082241318895
WBETH,1949.97,6.0,1.797683421431265,0.11337228834012761,0.14651355720214082,0.4537826269896083,101.0,0.0,0.0,1.0,0.0,,101.0,,43.7174266122586,,56.0,13.0,1.0,-0.741375666718592,0.6351024744249372,-0.3831083013199779
WBTC,82632.75,8.0,0.3526826343254237,0.09495797596019585,0.27635448733846,0.4593677668724044,1.0,100.0,10.0,1.0,100.0,,100.0,,53.82990531703195,,35.0,31.0,1.0,-0.31057881286876826,0.20690660408279507,-0.5781146759433217
WIN,5.57e-05,9.0,3.4902556907361455,0.20879124533964324,0.16345667409462647,0.866387338128066,101.0,0.0,0.0,11.0,100.0,,101.0,,32.24973745829166,,938.0,31.0,1.0,-0.1640645894362341,-0.2709717775791148,-0.06964672767427878
WING,3.383,12.0,3.1302786211851443,0.26866282583078727,0.6829389370715028,0.5714439407328996,100.0,1.0,11.0,110.0,101.0,,101.0,,40.9898723132937,,35.0,13.0,1.0,-0.6169346300504437,-0.45075981771527956,2.6590732672899375
WLD,0.774,6.0,790.2551806214885,0.21497549024487173,0.09634150412294634,0.30711743643152356,101.0,0.0,10.0,0.0,100.0,,101.0,,35.869795080920674,,35.0,31.0,1.0,-0.28608617000494824,0.48748584746452156,-0.4123497198535648
WNXM,73.26,7.0,0.5538984641273892,0.5952419085686664,0.15563899018699906,0.2069769533404192,10.0,110.0,100.0,10.0,100.0,,0.0,,64.14707702410122,,336.0,393.0,2.0,-0.14956740898653662,-0.25012478013067957,-0.3544450107068598
WOO,0.0749,3.0,43.39379474775322,0.20515658132088213,0.05260415495792834,0.20998773575327528,100.0,0.0,0.0,0.0,100.0,,101.0,,34.74851233750357,,35.0,13.0,1.0,-0.14589662433298878,0.11133019762047894,-0.15539675699065073
WRX,0.0173,3.0,5.390563526148056,-0.5271919643430169,0.08213750704496788,0.00400927330761851,10.0,10.0,100.0,0.0,10.0,,110.0,oversold,32.90334002493104,uncharged,1022.0,106.0,3.0,0.690902951982345,4.25342291707024,12.017754320827873
WTC,0.0103,2.0,2.2696070669135495,-0.8489802445425495,0.09286734309551983,-0.44019836899088777,10.0,0.0,0.0,0.0,10.0,oversold,0.0,oversold,37.22563502571881,uncharged,-1.0,499.0,1.0,2.8688515663000356,5.492927513173467,35.816472042761106
XEC,1.99e-05,5.0,3.6904427110544518,0.20912024868841875,0.07481359594563788,0.364197691091745,101.0,0.0,0.0,1.0,0.0,,1.0,,41.305676207216706,,35.0,31.0,1.0,-0.3019878520260011,0.35210393980588395,-0.46640238879389134
XEM,0.01596,3.0,2.3971178397954054,-0.08525918321231155,0.21574871345258467,0.12264112556635395,11.0,100.0,0.0,0.0,100.0,oversold,0.0,,40.20799868176886,,336.0,355.0,3.0,2.0137409609484997,-0.8036049673409738,3.543453465603672
XLM,0.2656,8.0,1.788558825843753,0.1965244849009005,0.2176786216254942,0.3166552105513354,101.0,100.0,10.0,1.0,100.0,,100.0,,52.31564862430716,,595.0,31.0,1.0,-0.35541033625257984,-0.386658233238532,-0.4597091887204562
XMR,118.7,7.0,0.5666299099079899,-0.03503430157709859,0.31994255841769265,0.4092944291159769,10.0,100.0,0.0,1.0,100.0,,100.0,,46.63171809147078,,1232.0,408.0,1.0,0.963182480825388,-0.7043723069784983,0.8240137201487477
XNO,0.902,5.0,1.878606222958521,0.18527684381828127,-0.02677431263346997,0.2616703353492693,1.0,100.0,0.0,0.0,100.0,,100.0,,51.37506696465872,,35.0,33.0,1.0,-0.4659306638303477,-0.022713497300855742,-0.17478895661226276
XRP,2.0982,6.0,0.8350180508888587,0.2812485670844301,0.02081952510671831,0.29069485148330854,1.0,100.0,0.0,1.0,100.0,,100.0,,62.43488577885744,,0.0,0.0,2.0,-0.23843589060213707,-0.2404329477468169,-0.407731644868997
XTZ,0.655,7.0,3.523171771037092,0.190254324891722,0.09433416158938156,0.4347505311284842,101.0,100.0,0.0,1.0,100.0,,100.0,,35.14723085127226,,35.0,13.0,1.0,-0.7554514236971912,-0.009503883763032796,-0.3977721955911574
XVG,0.00458,7.0,13.396542946923844,0.22670115152104603,0.14096625885995348,0.4377796943795379,101.0,100.0,0.0,1.0,100.0,,100.0,,35.48219803153683,,105.0,13.0,0.0,-0.2757881729767384,0.11015289823179397,-0.4491198091869071
XVS,5.45,10.0,2.0479996259644926,0.187697688987833,0.26866468920723835,0.4651612613204956,101.0,100.0,0.0,1.0,100.0,,100.0,,53.6102923284276,,112.0,36.0,1.0,-0.3654136752471779,-0.3991616786089807,0.11042108713754502
YFI,4820.0,8.0,2.9357850116689646,0.22857545116109604,0.1211707188314677,0.4522545222150477,101.0,100.0,0.0,1.0,100.0,,100.0,,44.09145913786122,,35.0,13.0,0.0,-0.3082374538529806,0.158846080332632,-0.09511432645268472
YGG,0.1858,5.0,199.43296985268427,0.24185257382145026,0.06152640221773537,0.34459764632280937,101.0,0.0,0.0,1.0,0.0,,101.0,,38.677627150728306,,-1.0,56.0,2.0,-0.23541542873634247,-0.027457625728957644,-0.5380586517796923
ZEC,38.53,15.0,2.4573871094325006,0.3525994222876221,0.8855054056289091,0.9652798149550738,101.0,101.0,11.0,111.0,101.0,,1.0,,46.30434990789901,,182.0,56.0,1.0,-0.25276881383764144,0.3949376974017129,0.39077681111731816
ZEN,8.82,7.0,9.390284093841494,0.22285980557837315,0.22146126149480352,0.285350838237546,101.0,100.0,10.0,1.0,100.0,,100.0,,38.356442614212646,,546.0,31.0,1.0,-0.3802516268996637,0.0721785806215447,-0.34247915468913914
ZIL,0.01138,8.0,4.381191014145332,0.21985606905682775,0.10899720722885903,0.5613073238769143,101.0,100.0,0.0,1.0,100.0,,100.0,,41.480898295890704,,35.0,13.0,1.0,-0.31334552845585767,0.39169373466280716,-0.2049105276459658
ZRX,0.2426,8.0,4.858229078484281,0.21578047444985668,0.21165974893273176,0.30699934293663617,101.0,100.0,10.0,1.0,100.0,,100.0,,42.95218693157431,,35.0,31.0,0.0,0.03591759588401413,1.3171355955419584,1.324551433970580
