tokens,tickers,cours,total_tests,ecart_BB_4d,position_prix_BB_4d,position_prix_BB_4h,position_prix_BB_30m,Tests_MM_4d,Tests_MM_4h,Tests_MM_30m,combo_rsi,Tests_RSI,Surventes_RSI_4d,Surachats RSI 4d,combo_cci,combo_chop,CHOP_4d,CHOP_4h,CHOP_30m,Charged_chop_4d,Charged_chop_4h,Charged_chop_30m,Tests_VOL,VOL_var_1d,VOL_var_7d,VOL_var_14d
coti,coti,0.054317,8.0,0.04858848597254862,0.608351797373134,0.7454747231436251,-0.006935145815480908,101.0,11.0,100.0,,25.0,0.0,23.0,10,0,61.030736590599275,48.74896274444229,26.31994054717465,7.184482959338055,0.0,7.899295658932644,2.0,0.015458371834044545,0.1239253968774162,0.2334791639861587
covalent,cqt,0.131453,8.0,0.10324618712314089,0.22038954407508093,0.8284125886936502,0.2488433984756696,110.0,111.0,100.0,,15.0,1.0,3.0,10,1,42.99994370024922,23.336168063406046,63.29510426795268,0.0,0.0,11.128754596344862,4.0,-0.0014928190938527388,0.00974719255751092,0.16451955208536514
cream-2,cream,18.87,8.0,0.30971842206191713,0.6305871682538882,0.6782530377495269,-0.0013567132699078958,111.0,110.0,0.0,,21.0,4.0,5.0,10,10,27.161907199903983,52.93455999244657,45.40777788899805,0.0,0.0,0.0,2.0,-0.022692066253888477,-0.10190728937630487,-0.17776190106653192
creditcoin-2,ctc,0.177097,10.0,0.1428003676437661,0.6707620190101343,0.7665170584391044,0.3361299077770648,110.0,111.0,110.0,,115.0,0.0,15.0,10,10,29.344014391639583,46.52852726388624,32.28868574302673,103.94597689999968,20.196164311784926,16.68139986145748,3.0,0.00436283002675622,0.0043431323701666295,0.033373263385542064
crypto-com-chain,cro,0.095812,4.0,0.2992603436526341,0.24683372542742446,0.7440943358953792,-0.0003658475097751249,100.0,110.0,0.0,,10.0,0.0,63.0,10,11,31.180809824712426,37.94044787717047,38.80364141559047,0.0,0.0,101.79548820659598,1.0,-0.005707205299515752,-0.28829014603542236,-0.27413410767450824
cudos,cudos,0.00289985,9.0,0.14442402126633852,0.5963360171853075,0.8807368236279933,0.0755434290654317,110.0,111.0,100.0,,115.0,0.0,29.0,10,1,40.567433335648104,31.00812834552903,47.451504870582184,0.0,0.0,48.57418886846225,4.0,-0.000741977706629488,0.04789608575464087,0.07064783984570293
curve-dao-token,crv,0.597974,6.0,0.12354221339324734,0.23574869562503353,0.7960580693248759,-0.00513051150004203,100.0,11.0,100.0,,15.0,0.0,35.0,10,0,56.02058162784789,38.834228186629296,33.239729420355765,0.0,0.0,66.35058800760464,3.0,0.006137658421244643,0.059748592164766766,0.08740483748261406
dao-maker,dao,0.834184,11.0,0.16259283930206544,1.0229124848096647,0.7024529627012106,0.7092620291405268,111.0,111.0,10.0,,116.0,0.0,37.0,1,11,13.733443308259842,41.670181057136986,44.759816953976184,16.7256173713262,7.712273570957642,17.70955496897571,4.0,0.046474512450387605,0.1380980230450333,0.19073889583753195
dash,dash,33.23,6.0,0.08305092304784509,0.6190552647468617,0.5252279422475957,-0.0036115680665297916,110.0,10.0,100.0,,110.0,0.0,30.0,0,0,54.60885239165932,50.343489921268414,28.232867109808232,0.0,0.0,130.26922820130517,1.0,0.01894992827808238,-0.06684803892566964,0.07142924408673802
decentral-games,dg,0.02450151,10.0,0.23275160533867126,0.6905359956267793,0.7749330626696409,0.7057543907359334,110.0,111.0,11.0,,13.0,3.0,49.0,10,1,31.846878071632773,24.57342072312057,50.50726351076494,0.0,0.8280874957474609,16.764299494301483,1.0,0.0027868232876615503,-0.2731224649502505,-0.1373677542416379
decentraland,mana,0.472047,9.0,0.1808315162966075,0.6500478492357923,0.6129599355555124,-0.0044261102120005304,110.0,111.0,100.0,,115.0,0.0,32.0,0,0,53.78328026740899,47.05729761281238,39.114049556496106,2.231072840201165,0.0,25.980499654121346,1.0,0.011682664938622763,-0.06674994824599692,-0.03961176201797033
decred,dcr,14.77,11.0,0.09448526262172326,0.5146524790178507,0.8115009617915698,0.9045992470330977,110.0,111.0,111.0,,13.0,0.0,24.0,11,0,43.55873712889405,42.408834149037006,13.851807225079407,0.0,0.0,0.0,3.0,0.01002970120471691,0.6123337821601376,0.412834945502694
defichain,dfi,0.300525,7.0,0.02295989950357991,0.44551370912223676,0.449458889165211,-0.0009205779084836526,101.0,1.0,100.0,,25.0,0.0,28.0,10,1,61.47428819422441,35.70177571791973,38.50953496080665,25.882538397963067,21.301393195870595,13.88578635071606,3.0,-0.020288516201094748,0.08215328808348875,0.013779775113178822
dego-finance,dego,1.78,6.0,0.0999311345233382,0.6466356232913762,0.4390481884437757,0.0418209041635305,110.0,110.0,0.0,,110.0,0.0,16.0,0,10,47.79978200814724,48.659437738914434,17.42935584290125,0.0,0.0,44.623420012601656,0.0,-0.23727117078350657,0.020121241859471107,0.02031437577017806
delysium,agi,0.01696805,10.0,0.07780780977722586,0.11658376285013854,0.9738106495258033,1.0186445849778614,0.0,111.0,111.0,,18.0,0.0,16.0,11,1,49.52591536716589,-11.549617095894689,28.89708535102698,83.1302005766227,81.41085230869544,16.529098266126695,3.0,0.0748507815691033,0.28929077217287047,1.0256090512882594
dent,dent,0.00086961,4.0,0.06157093935389207,0.45680514684436657,0.6541291824843481,-0.0011886846564639981,100.0,10.0,100.0,,10.0,0.0,29.0,10,0,59.99483193684301,42.85357486923147,22.887900475250838,0.0,0.0,41.5511068627182,3.0,-0.014913990351046664,0.13531641685919715,0.19546464645235523
derace,derc,0.251692,11.0,0.2544047539821372,0.7252387115951272,1.0242325112772799,0.15451848807863808,111.0,111.0,110.0,,25.0,0.0,44.0,10,1,48.70349025715848,5.0544624989025095,9.742067871337944,73.20171531915487,0.0,0.0,3.0,0.0059272431722562574,0.15916018455029032,0.3643296799633517
dero,dero,4.14,6.0,0.1316832003694509,0.307240675663374,0.7190545595109428,0.002245490544391916,1.0,11.0,100.0,,20.0,0.0,40.0,10,1,43.87701828320135,32.637043630218095,34.17600977480024,21.80521865496199,21.960145724595208,0.0,1.0,0.7188736797062325,-0.15677367210669632,-0.03243582192267286
dexe,dexe,3.23,3.0,0.27169528713077484,0.13282556225790282,0.46119503496890374,0.11575722877756137,100.0,10.0,0.0,,10.0,0.0,22.0,10,0,55.37487092696637,31.554366705815138,21.963145832139826,6.969000829478375,6.9756061202658515,9.467654797767892,0.0,-0.010782158879236076,-0.17579400628710104,-0.38726208384482125
dforce-token,df,0.03897599,6.0,0.05517105738589619,0.2515572476345304,0.6994517641554172,-0.00025918125640864435,100.0,11.0,100.0,,15.0,0.0,15.0,10,0,53.664435581261046,47.63812941819297,38.16645932433132,54.0342693298315,0.0,0.0,3.0,0.0028887020183188655,0.12086141561057612,1.0962604942864345
dfyn-network,dfyn,0.01530024,4.0,0.09309229588443296,0.4631399714844852,0.5039633670198401,-0.003989111175719223,100.0,1.0,100.0,,5.0,0.0,32.0,10,1,51.76444027867754,18.9133158494026,29.383980511045078,41.78743370909572,0.0,31.057235500626632,2.0,-0.003690198776757912,-0.22794370925603546,-0.06850845518188885
dia-data,dia,0.297841,5.0,0.07854606203173319,0.5228847176218204,0.6899009355277791,0.0839645174090665,110.0,110.0,0.0,,10.0,0.0,18.0,10,1,47.37696282691784,32.83754496907211,44.48850483312254,0.0,0.0,0.0,3.0,1.7075870476804738e-05,0.028361541849802073,0.14326020183839006
digibyte,dgb,0.00845067,4.0,0.04521773266912296,0.17858447556224366,0.5836649563392318,-0.004517122743079423,110.0,10.0,0.0,,10.0,0.0,35.0,10,0,56.25067365128369,46.34971717502714,23.634609969032184,2.3975639797975816,0.0,102.77141321267354,2.0,-0.02487071676896341,0.10987639746887705,0.03722834175438701
digitalbits,xdb,0.00032371,10.0,0.06676295194180078,0.49068158387139577,0.9569539354273829,0.3589670196861864,110.0,111.0,110.0,,115.0,0.0,5.0,10,1,56.27000635790103,25.317159746204908,31.77845304341845,80.03958791912201,73.89193414099282,4.656416832211235,4.0,0.018938599248586742,0.27526230100999854,0.48774975811085236
dimitra,dmtr,0.03676481,3.0,0.19814711309399277,-0.0003032699813957999,0.799483489688641,-0.006032543745503979,100.0,10.0,0.0,,10.0,0.0,18.0,10,1,39.243959213090115,20.83807093101596,27.188694708871456,0.6990962346647649,1.715728686370177,58.05396488772954,1.0,-0.017820583046288793,-0.06789326033766124,0.0302591691415497
divi,divi,0.0048196,6.0,0.507681128607964,0.3800152747197094,0.4187206032403618,0.5787680506257273,100.0,101.0,110.0,,5.0,0.0,46.0,11,11,35.29244092414221,44.745068698722456,57.61041134408904,0.0,0.0,0.0,2.0,0.009246444702119907,0.04740718674876085,-0.08177247761830804
dock,dock,0.01931675,8.0,0.031655099094946716,0.7997328841628111,0.7268230186981334,-0.0013433329702471654,111.0,110.0,100.0,,20.0,0.0,31.0,0,0,71.81957497099916,35.37572857786961,9.166165841164192,22.9319248498134,12.794513102000764,0.0,2.0,0.018556580237135765,0.015005650340182352,0.04168929997160279
dodo,dodo,0.128545,7.0,0.05844266010875202,0.5999029320535899,0.6322885018840729,-0.002408702637276662,11.0,11.0,100.0,,20.0,0.0,13.0,0,0,65.35422070878575,44.268478122374184,27.29058345912271,71.20324954887698,58.45127176729498,0.0,3.0,0.059163101591452806,0.07128439554607835,0.1421667532631798
dogechain,dc,0.00078027,9.0,0.17741370997209063,0.36930636973061487,1.0111188286767787,0.5723591119781393,110.0,11.0,110.0,,16.0,2.0,21.0,10,0,61.42806692173733,32.254152471806485,12.10019540619938,22.781568182651895,0.0,1.1712000212468325,3.0,0.009632804192492038,0.7144083589019498,0.42184766054087414
dogecoin,doge,0.076491,8.0,0.09949736877625495,0.3045438430881303,1.0012796226485075,0.5309990728427155,100.0,11.0,110.0,,16.0,0.0,23.0,10,0,49.90766936762178,23.48660957507592,21.587045227222156,0.0,0.0,10.878112106929464,3.0,0.004684601030571831,0.8631810522582367,0.6037136079023653
dopex,dpx,120.12,7.0,0.07657989131453039,1.0075822608402443,0.3378218669588426,-0.0032904833546534154,111.0,0.0,100.0,,115.0,0.0,28.0,0,1,47.24563468274699,38.98405279006997,39.640699506696805,39.374525137572476,39.63601229434758,8.238409150088408,2.0,-0.007875283122889336,0.10765089801283875,0.060980667482417365
drep-new,drep,0.288918,11.0,0.037657610997743104,0.9366474472239594,0.7096844657628616,0.6011146902983886,111.0,111.0,110.0,,115.0,0.0,12.0,0,1,54.345585063062266,46.38649431632786,46.898552542237866,8.17745289001514,4.5523210131097755,0.0,2.0,0.011086411154807426,-0.12124407261501939,-0.4468160992600798
dtravel,trvl,0.02797831,4.0,0.051359255437941405,0.11419785834508021,0.3550626848923477,0.01859847277603846,100.0,0.0,100.0,,15.0,11.0,11.0,10,0,49.64331859860918,22.61176810168567,5.965828602398508,13.689842028883362,11.636373097036326,0.0,4.0,0.012090048293579255,0.030972191568868893,0.002274612619782597
dusk-network,dusk,0.175677,5.0,0.4012815390618122,0.6731893039158753,0.3064391744580041,0.058236762620023745,110.0,110.0,0.0,,100.0,0.0,30.0,0,10,26.545791578221195,45.9386640852891,9.912904046003183,0.0,0.0,5.328809247577304,2.0,0.0024953493956933934,0.0762458571276246,0.03689876289489147
dydx,dydx,3.12,5.0,0.2511772909674533,0.6361542768480241,0.645470835252995,0.07802558881136826,110.0,110.0,0.0,,10.0,0.0,26.0,10,0,41.98100914466071,22.90004387296677,20.04713959155848,0.0,0.0,5.320516104324611,1.0,-0.07190828467398118,-0.08070802270345535,-0.2698397581097707
ecash,xec,3.224e-05,4.0,0.07083686171532223,0.7050436233635742,0.38428600817463443,-0.0029338194336924824,110.0,0.0,0.0,,110.0,0.0,26.0,0,0,57.13038244905644,43.24366226534132,30.60459931070649,20.224929011229,19.65502356887839,32.475859935355516,2.0,0.006600930043772167,0.060224344429867634,0.06909577354165458
ecox,ecox,0.204423,10.0,0.10529362951675254,0.5313358068891352,0.7118662556239764,0.2860889053271554,111.0,11.0,110.0,,25.0,29.0,5.0,10,10,26.067753399389698,43.5015313546295,23.749449667929113,54.5519298729015,0.0,106.5241944147105,1.0,0.004329819906603079,0.19793198655882874,0.3961790577252504
edu-coin,edu,0.573774,11.0,0.10018586077879327,0.8220066934519183,0.7789681598127143,0.5208847519584154,111.0,110.0,101.0,,122.0,6.0,11.0,0,1,47.39358563087501,26.25753780000981,32.174871405816226,1.7221718919904134,1.5291824971412495,0.7563391025635013,2.0,-0.01659459100780511,-0.16169569641965947,-0.020395381848794667
elastos,ela,1.2,2.0,0.10291504720251718,0.39050471791400343,0.008358997507753466,0.11973562105093866,10.0,0.0,0.0,,100.0,7.0,3.0,1,10,26.310821594852076,39.75935567917772,25.587995555894658,55.936507513267344,0.0,0.0,3.0,0.005422368636498844,0.2796636236904525,0.4635734731897244
electroneum,etn,0.00164178,12.0,0.15530632797523708,0.30132989302765745,0.6830847128460168,0.8899601212847178,101.0,11.0,111.0,,28.0,0.0,0.0,11,1,44.74223923998367,39.217995820947394,53.908661659467235,45.97527725136544,0.0,84.39394257789479,1.0,0.01027121468381701,-0.06893145430827108,-0.011431475345564218
elrond-erd-2,egld,45.91,8.0,0.10139370693525615,0.861960832672224,0.6186351478774315,0.058127511813906435,111.0,110.0,0.0,,120.0,0.0,29.0,0,0,48.74648825164257,47.24396417840346,14.306627209145347,43.854119220783815,47.513971332523376,2.2688377812107134,1.0,0.006292977379810233,0.1327023081378525,-0.043753409095356265
energi,nrg,0.057775,7.0,0.23224648995524194,0.44845034327108946,0.6152285568862528,0.057306048850695165,100.0,111.0,100.0,,15.0,0.0,1.0,10,10,81.35084412592299,97.16538794273833,63.641380412061515,776.3304608957048,1060.6559684867614,81.94023269070081,1.0,-0.04711644364544321,-0.047254125711120136,-0.035706215499557575
energy-web-token,ewt,2.35,3.0,0.09754521035605364,0.11616982987041817,0.5258069887046247,0.023891709295460615,100.0,10.0,0.0,,10.0,0.0,33.0,10,0,52.65286844385338,35.08244022915924,30.862243603549878,35.132687206886985,2.3757537794079298,0.0,1.0,0.019751994697775624,-0.0451615768796233,-0.07526253654612501
enjincoin,enj,0.295068,7.0,0.08068488614339978,0.2791511232154359,0.8459242664370739,0.05281652722992247,10.0,11.0,110.0,,15.0,0.0,20.0,10,0,54.5500994596258,40.321632766738674,39.91138901594268,0.0,0.0,0.0,0.0,-0.06443737105661256,-0.10468979845365103,-0.12352745461772066
eos,eos,0.747788,12.0,0.07082104880165585,0.8773426517986674,0.8128587567177828,0.5821864230199422,111.0,111.0,110.0,,26.0,0.0,35.0,0,0,51.2901372739928,39.58325515056967,39.33594490054606,0.0,0.0,118.05167398803682,1.0,-0.021456179379485716,0.001230517405438133,-0.029370777846318058
epik-prime,epik,0.01430977,11.0,2.2691677632449485,0.819602864391654,0.8345352113802811,0.35875187201777875,111.0,111.0,110.0,,115.0,0.0,53.0,10,11,8.290765490169658,28.448999382538076,55.70980929314917,0.0,0.0,30.381704090444003,1.0,0.010995578960201893,-0.13848180139523233,-0.11958710376562295
ergo,erg,1.3,7.0,0.5935099241267071,0.6323501656961729,0.6853767353549359,-0.006515079729137495,110.0,110.0,100.0,,110.0,0.0,27.0,10,10,3.6156005796179884,42.48824099345953,13.073432658401936,0.0,0.0,0.0,2.0,-0.006820067254850831,0.19055679985745505,0.27059275696113644
ethereum,eth,2100.31,10.0,0.03491123382093929,1.0003173289462266,0.7419584132984846,-0.0002551635836874001,111.0,111.0,100.0,,25.0,0.0,33.0,0,0,55.223493222367686,42.15524631297965,33.536257083929726,12.33607223656719,12.096997779413485,11.767128489396711,4.0,0.047034878049182945,0.051173904732687146,0.04512020898152406
ethereum-classic,etc,20.85,11.0,0.0603030213276981,1.0026279433518162,0.8006528267261823,0.45286586152999486,111.0,11.0,110.0,,26.0,0.0,30.0,0,0,49.31860929508466,47.93780980788644,25.358982245763045,5.808132520491412,2.094975516207704,3.752645093602979,2.0,-0.0018780095730520651,0.27755173704296354,0.1360577706061708
ethereum-name-service,ens,9.2,9.0,0.05887528934897427,0.5753954100642404,0.8130654251227375,0.005913914032295021,111.0,11.0,100.0,,25.0,0.0,17.0,10,1,65.97293890362528,31.935013992661183,33.05076080711471,36.96305109826796,33.975520288301446,17.392357693443273,3.0,0.007165497664818759,0.16486133426984884,0.43937370945639787
ethereum-pow-iou,ethw,1.71,8.0,0.04701832880830562,0.583060734194866,0.5502881868245832,0.2014748743005777,101.0,11.0,100.0,,25.0,0.0,22.0,0,0,70.393688765588,58.35148694383632,42.70523930438941,75.59571779158706,71.65840763991204,118.23207241304672,2.0,-0.0013273932221655339,0.21348422796718328,0.08457110351650106
ethereum-push-notification-service,push,0.235669,11.0,0.05503358824776012,0.7457986134291769,0.647099151899001,-0.003296161056455703,111.0,111.0,100.0,,125.0,0.0,39.0,0,0,51.45581107849301,30.355147572774623,28.253033720227318,12.746416475070838,37.301540562892214,5.685140900986362,3.0,0.00039534833881947054,0.027975382528547053,0.05695780145466379
ethernity-chain,ern,1.78,4.0,0.10653385130864461,0.29867504249955235,0.47366393797922623,-0.0007826585683147089,110.0,10.0,0.0,,10.0,0.0,23.0,10,10,38.519097807585005,56.457275153260234,15.229025124959442,0.0,0.0,0.0,1.0,0.00645194532140477,-0.046136411781094025,-0.01856665420411905
ethos,vgx,0.136757,4.0,0.49026689544320723,0.18169917964623797,0.5582354519039688,0.04227090043734043,100.0,10.0,100.0,,10.0,0.0,19.0,10,10,30.35212831629295,61.5429753120864,24.88986861001909,61.506318400911574,118.21997355084669,0.0,2.0,0.003645114215547304,0.24305077308951692,-0.04300679290208929
euler,eul,3.0,9.0,0.08983733945028173,0.7799118095015078,0.7842491883583328,0.16570661276954773,11.0,11.0,100.0,,125.0,10.0,13.0,10,1,40.06023957415414,13.735794242315267,56.10108136956073,0.0,0.0,1.7988017399941825,3.0,-0.0003947612285897234,0.10802116349142046,0.18196806777688015
everipedia,iq,0.00608125,10.0,0.0926935167917807,0.8842105601172549,0.7522186230071023,0.1144189375973612,111.0,111.0,0.0,,125.0,0.0,23.0,0,10,39.997663551738086,41.991086402876256,36.49960900768488,21.146246027559336,11.934107882882742,57.653476334864536,2.0,-0.00687913283248674,-0.10704986422407861,-0.028167800789909315
everscale,ever,0.02650853,12.0,0.08083467221293585,0.4319312263113933,0.8750000509939281,0.6544848300347959,101.0,111.0,111.0,,27.0,19.0,16.0,10,1,40.412361551758146,34.10061155260299,80.4816615893484,442.15087103803285,154.58025115091186,478.9548856739659,3.0,0.009510932916283067,0.014908834251782497,0.2505787820854214
exeedme,xed,0.054833,7.0,0.153454970619519,0.5192727650621018,0.5132672889231125,-0.004552578086511281,101.0,1.0,100.0,,25.0,0.0,14.0,0,0,108.61441850225289,77.25606643414062,39.741392323091084,364.32639673832944,671.6566896973073,357.326892658116,0.0,-0.023732382591677367,-0.015416685284638056,-0.04303686910746946
fantom,ftm,0.315695,10.0,0.20964192742489243,0.5425637532892683,1.0039378442951479,0.7677422919466578,110.0,111.0,111.0,,15.0,0.0,36.0,10,1,40.15212913870522,19.91686763329918,55.894289821669666,0.0,0.0,0.0,3.0,0.030679522029544735,0.48070352077990797,0.6122115828412367
fc-barcelona-fan-token,bar,2.39,4.0,0.10065860003948925,0.7641096884645885,0.4478153442076924,-0.0013198416190061595,110.0,100.0,0.0,,100.0,0.0,17.0,0,10,28.810682040129254,62.674786635010896,22.389255115690872,65.66703855381898,5.257019374037675,250.45115318884098,1.0,-0.19294712685421161,0.03663723495045758,0.11732524318950954
fetch-ai,fet,0.402468,4.0,0.14587572588294798,0.18781437083004368,0.7335069583208248,0.08159571656899255,100.0,10.0,100.0,,10.0,0.0,13.0,10,0,49.65074261029105,32.392541713083645,30.594851625715684,18.670443608986602,0.0,0.0,2.0,0.02250537356182515,-0.08887101471854529,0.17237445718072092
filecoin,fil,5.27,6.0,0.33420303010221997,0.7306465149174689,0.53712598338751,0.0856845960816651,110.0,110.0,0.0,,110.0,0.0,36.0,0,10,17.586417745858977,39.99823374540545,32.41877918970496,0.0,0.0,0.0,2.0,0.006278029415449408,-0.027811289679766423,0.05844027573746366
findora,fra,0.00169527,8.0,0.09195278219836074,0.24552798408492504,1.0001829336588948,0.8901223416152121,0.0,1.0,111.0,,18.0,8.0,1.0,10,0,72.25595875682845,49.1181327300778,24.440960540506765,23.772673639478754,50.49765312046935,64.984251678943,3.0,-0.01379918412584131,0.13542427168518678,0.09690513497530868
fio-protocol,fio,0.02355038,3.0,0.05129746253155468,0.19631493345566645,0.5385857245913221,-0.0013722777731972947,100.0,10.0,0.0,,10.0,0.0,22.0,10,0,56.04353567683337,42.4704297865403,21.07831976230718,1.2416511234104775,1.1764732355749672,12.861404043929262,2.0,-0.0017214409727909752,0.0018400317303131394,0.048632530513716604
flamingo-finance,flm,0.086105,3.0,0.15576496046851787,0.21360364752430017,0.5469685412880443,0.099547857773503,0.0,10.0,0.0,,12.0,0.0,18.0,10,0,52.687210855596206,47.86987903294527,20.63156944548113,5.894415659317609,0.1353016483150995,8.067492624351736,1.0,0.0027771928320512724,-0.3606819496790673,-0.4758867053971553
flare-networks,flr,0.01138192,3.0,0.09575353798676885,0.011560607287305895,0.5193234870336716,0.007733281408346663,100.0,10.0,0.0,,10.0,0.0,19.0,10,10,40.58946230064952,43.680504953107935,31.54660233297069,48.14641031176602,47.86810671800346,0.0,0.0,-0.017370555604008905,-0.13043986694615214,-0.0657414139601505
floki,floki,3.609e-05,12.0,0.2386585844332428,1.0247499337900028,0.7666561220246504,0.08906828540012332,111.0,111.0,10.0,,126.0,12.0,4.0,0,10,21.783318984919646,47.55085476687094,38.508846348525495,4.7480795127263775,2.466556021207154,0.0,2.0,0.05813803009754204,-0.002429740611928269,-0.0984713258644822
flow,flow,0.676857,5.0,0.2056059918601792,0.5778715056916843,0.7550237167562386,0.03202476182151168,110.0,110.0,0.0,,10.0,0.0,32.0,10,0,42.2708856357837,41.83084993041169,38.41364065884,0.0,0.0,0.0,3.0,0.43804230723598,0.026459952546550907,0.19936145150278325
force-protocol,for,0.02037496,3.0,0.05620346186424431,0.13034836852951,0.500315649765523,0.05701787750508346,100.0,10.0,0.0,,10.0,0.0,12.0,10,0,58.73291155091251,43.67999256889839,19.468223199392106,0.8999598017265171,0.8499454297691074,121.35958824065924,1.0,-0.011502436771906835,-0.059308812445297794,-0.3251440463035591
frax-share,fxs,7.72,9.0,0.15001854037790488,1.0408116573061212,0.7627967340515706,0.08745501653566587,111.0,111.0,0.0,,120.0,0.0,23.0,0,10,26.84997538218161,42.23384008831646,35.38205502605642,3.197524116427992,3.247066616195376,13.37980022393345,2.0,0.017900615210410333,-0.03991372780640358,-0.12646792679595897
frontier-token,front,0.335485,5.0,0.06613047996677594,0.6626202320232626,0.6173816030340122,0.06738339706088568,1.0,10.0,0.0,,120.0,0.0,1.0,0,0,54.20808805703865,41.1930333332805,32.13505037733714,13.019591385650777,0.0,9.056225677562551,1.0,0.33836013180964847,-0.05513960210259442,-0.09808673026196923
fsn,fsn,0.223121,10.0,0.04783181830899119,0.29539778705210584,0.6977775229559686,0.6663279098468325,100.0,111.0,11.0,,18.0,0.0,18.0,10,10,47.22536418208197,52.83993985474366,49.76832682866717,49.4947542345932,11.46714608313733,4.6247815222255895,3.0,0.01920378157140549,0.016883506210100995,0.053030023520112185
funfair,fun,0.00536365,4.0,0.09578781622744449,0.8325046100695646,0.3853318450074566,0.06402345056309146,111.0,0.0,0.0,,100.0,0.0,37.0,0,10,37.64805162344591,60.65937503762499,25.556690736546084,0.0,0.0,151.5974233110252,1.0,0.01612287142250472,-0.012170107757746863,-0.09163210518966873
fx-coin,fx,0.144456,10.0,0.03425681781651236,0.7229651688650942,0.7585331760146609,-0.0006993797610588654,111.0,111.0,110.0,,15.0,0.0,19.0,10,10,52.896495725795695,56.65003725133564,49.70804436587858,290.98398861116056,320.201243951518,68.1149586791974,2.0,0.23494192813626094,0.0699004865937334,-0.30409431495565403
gains-network,gns,4.22,2.0,0.071995558128863,0.11019132457843023,0.2929885240207883,-0.0013088628133653838,100.0,0.0,0.0,,10.0,0.0,11.0,10,10,46.50972382111122,52.71633881182531,18.86466898105195,13.409113792859849,0.0,3.5987869812926334,3.0,0.012853222289649411,0.07826999936718425,0.2862142200908839
gala,gala,0.02356021,6.0,0.091218062752333,0.20333248799764525,0.9035287529911232,0.3246523143165791,100.0,11.0,100.0,,15.0,0.0,23.0,10,0,54.293300016512696,41.166835190742376,36.16804548494254,7.927652582089479,7.291424093977092,3.84616309690292,2.0,0.003799851882534047,-0.050532610281080366,0.01722942955800602
gamefi,gafi,5.44,8.0,0.19046543164044522,0.6798670961007685,0.8699299459784272,0.4235012423297355,110.0,111.0,100.0,,110.0,0.0,39.0,10,1,39.95474829935305,23.94269748764451,50.83688946689387,1.6750221272411707,1.5624555457841112,10.991541801200206,3.0,0.020776944051377654,0.008915546274222006,0.19747862670672164
gamium,gmm,0.00073675,7.0,0.1446433197014921,0.9773817830787149,0.523184497748095,-0.014653828012688469,111.0,110.0,0.0,,110.0,0.0,48.0,0,10,34.27268633878172,46.03038694710094,12.26018811690937,0.0,0.0,74.22625683131227,1.0,-0.04654093416346759,-0.06448739260283931,-0.06080096285555211
gari-network,gari,0.02375367,7.0,0.04682663145997069,0.29679958588119737,0.930259619638067,0.3144356532557576,100.0,111.0,110.0,,10.0,0.0,7.0,10,1,67.07095711720922,2.6443062204296486,33.36901429957644,80.85641009459758,113.86530740609123,8.110534325281307,3.0,-0.26957342936196427,0.11564505331267981,0.34170907408580725
gas,gas,8.7,3.0,6.903516443961195,0.3188205956913018,0.5755109470585443,0.051718758446066784,0.0,10.0,100.0,,10.0,0.0,33.0,10,10,59.06164751607113,73.9073566683222,33.390915675182,29.00400752717968,311.8814452806503,5.684046657196248,1.0,0.009188890752122501,-0.2675391994338921,-0.31777476254281684
gensokishis-metaverse,mv,0.03931327,3.0,0.36010290215932783,0.147002974811673,0.5332435800882321,0.02884859761337118,0.0,10.0,0.0,,11.0,11.0,19.0,10,11,37.18310108655588,46.724056808521546,54.682323970734544,41.015133356979014,8.510377244984198,0.0,0.0,-0.009834856969375912,-0.043874544439868095,0.04958374026015775
gifto,gto,0.01766536,6.0,0.12802785095790264,0.5832802712275578,0.5907206880530417,0.07230300344379803,110.0,110.0,0.0,,110.0,3.0,5.0,0,0,49.44673425311472,42.23194343798995,31.15850787596302,0.0,0.0,37.198125839466705,1.0,-0.19185249143178548,-0.10246623146817402,-0.21950994526387196
gitcoin,gtc,1.16,4.0,0.0758680852817139,0.42960151183039447,0.4251419459070762,0.06701061942365437,110.0,10.0,0.0,,10.0,0.0,23.0,0,0,56.59885869214952,47.05828747519414,34.430946936510004,19.660462240472924,18.948472481919097,72.23877555932313,1.0,-0.00295830975509216,-0.07483744991718513,0.023354941873874355
gmx,gmx,54.67,13.0,0.04751134581548345,0.7250142565822734,0.7793265369362564,0.8948693645009914,111.0,111.0,111.0,,27.0,0.0,42.0,11,1,62.75628734342937,38.53614566311651,65.52086437619275,0.9562873434293735,0.0,8.227056488896324,1.0,-0.0014212413435758622,0.048115249968268325,0.003620308844616269
gnosis,gno,159.92,11.0,0.0812749920651542,1.0003492604052524,0.8990482593853587,0.3765898682643103,111.0,111.0,100.0,,125.0,0.0,47.0,0,1,44.11509681846692,39.360985137922874,56.08593370109367,0.0,0.0,0.0,2.0,-0.06959034155815287,0.1266883884528812,0.1096139912345778
gods-unchained,gods,0.243116,3.0,0.08812100351938028,0.15091337476040714,0.7335477857064713,0.17696762661864363,0.0,10.0,100.0,,10.0,0.0,15.0,10,0,48.9868589203316,40.14532527926986,30.436487900289467,10.387414377323736,10.465763662337835,0.0,2.0,-0.0713545050419113,0.021330159080671394,0.08209801599106652
