tokens,tickers,cours,total_tests,ecart_BB_4d,position_prix_BB_4d,position_prix_BB_4h,position_prix_BB_30m,Tests_MM_4d,Tests_MM_4h,Tests_MM_30m,combo_rsi,Tests_RSI,Surventes_RSI_4d,Surachats RSI 4d,combo_cci,combo_chop,CHOP_4d,CHOP_4h,CHOP_30m,Charged_chop_4d,Charged_chop_4h,Charged_chop_30m,Tests_VOL,VOL_var_1d,VOL_var_7d,VOL_var_14d
vega-protocol,vega,1.2,5.0,0.10586831608099802,0.3249427111993504,0.7427651902794238,0.08652728871512815,10.0,10.0,100.0,,110.0,7.0,5.0,10,0,40.010066129792015,29.233655230597282,20.49666933375877,151.97819169846133,0.0,0.0,1.0,-0.22010135740655337,-0.3871292366960794,-0.22283217067800704
velas,vlx,0.01244909,9.0,0.4803805654992141,1.0392598353366929,0.7403996767789609,0.05962886091365929,111.0,110.0,100.0,,120.0,0.0,42.0,0,11,4.967461798002041,5.806144512221601,11.386835149493354,0.0,0.0,11.724131224876608,2.0,-0.04236212891585132,-0.05194062693104801,0.04553509979997003
velo,velo,0.00305027,6.0,0.1951803777299528,0.18534668600472548,0.502907602590314,0.25764875367180773,100.0,10.0,101.0,,12.0,0.0,18.0,10,10,51.29143337590425,59.458943876709554,32.03139594670621,1.1219320152172543,0.4673099696184764,7.959838476004947,3.0,-0.002959581305934222,0.10574956549386381,0.059212037786634086
venus,xvs,6.48,2.0,0.12748525260187904,0.07821313298516062,0.7497152298917609,0.041456962923759846,0.0,10.0,0.0,,10.0,0.0,14.0,10,1,46.58359811662457,25.82370194088519,42.277994310507815,122.34382926954376,121.89243874664274,7.00930783801369,2.0,-0.1727657305115415,-0.11427268080979973,-0.22391921686840074
verasity,vra,0.00762142,5.0,0.1370382625269704,0.252152917824399,0.5736679985859159,0.25063840363754497,100.0,10.0,1.0,,12.0,0.0,24.0,10,1,45.77917010343378,26.12009609618671,27.921183746342063,19.950550855582776,4.444332246366045,94.4301924768378,4.0,-0.012100732506061541,0.056125961720251805,0.38398078737527086
verge,xvg,0.00414673,6.0,0.07693797330546631,0.5173452131544689,0.39643595097705114,0.17085384582038374,110.0,10.0,100.0,,12.0,0.0,15.0,0,0,55.62095914915032,51.31349377013704,16.446443349185355,0.0,0.0,0.0,2.0,0.006936208217038793,0.02431103385831509,-0.01387040299662552
verse-bitcoin,verse,0.00041622,10.0,0.03659953296541216,0.8961782833434979,0.675194674556697,-0.0015890819146495221,111.0,111.0,100.0,,25.0,0.0,47.0,0,0,54.368710775480736,46.187550451869846,26.029252320432875,0.0,0.0,0.0,1.0,0.016772757111286608,-0.3143719852642494,-0.23843279959548794
vethor-token,vtho,0.00146085,4.0,0.06714431199324103,0.12567467475659425,0.38316883788486655,0.17097101209278398,100.0,10.0,0.0,,12.0,0.0,24.0,10,0,58.13881450209989,48.02478930234961,24.51188590171454,6.244153251713598,3.8056326197431503,11.096410292246048,1.0,-0.11550631072462234,0.041335196030358706,-0.006322644289569738
viberate,vib,0.072799,9.0,0.07741544729042264,0.4829089529850861,0.3845177857005269,1.01365424709621,101.0,110.0,11.0,,13.0,0.0,3.0,1,0,73.63542312234726,51.02822759361017,23.727814417318022,348.8956266645571,30.866011298757286,22.49315344496501,3.0,0.06243853075667375,0.11460082198570037,-0.087510915768783
victoria-vr,vr,0.00865007,7.0,0.12451829171378015,0.297951192127324,0.48800105553670475,0.35476951601007467,101.0,1.0,100.0,,25.0,0.0,36.0,10,10,52.57670121360384,53.82908209677773,37.81577892265134,3.870543351139638,16.05484945759352,6.786866312506618,2.0,0.00396120759622537,0.022676817061342114,0.011371945940902205
vidt-dao,vidt,0.02602591,5.0,0.20817318507244417,0.7943970623104072,0.3899846252229651,0.08367072525208544,111.0,100.0,0.0,,100.0,0.0,17.0,0,10,23.6609344401797,60.48029278458426,19.219525377287944,293.30322374476634,40.78226388669645,126.62764212124486,1.0,-0.004508638431874751,-0.12686376397877364,-0.18607285874921983
vite,vite,0.01563369,7.0,0.04880072500709488,0.4389825677267356,0.40378913004273853,0.1884833276149683,101.0,10.0,100.0,,22.0,0.0,9.0,10,0,62.11521042201769,48.48918815733557,34.36885198504626,21.7332976573785,20.145595121367712,52.7381425460897,4.0,-0.016388037397486087,0.1204534913573558,0.19668006576493774
voxies,voxel,0.18872,6.0,0.16784709035136725,0.4984536730130849,0.6040076424967307,0.33073632433838035,110.0,10.0,100.0,,11.0,0.0,21.0,10,0,49.19212462393253,46.72902425033505,42.37197430741152,11.697984591326723,0.0,0.0,1.0,-0.006069377767193822,-0.03472369819199088,0.026174906572530493
vulcan-forged,pyr,6.47,7.0,0.1932677812937317,0.6475679635212772,0.5914806457656948,0.17057808425577983,101.0,110.0,0.0,,22.0,0.0,36.0,0,0,42.570704915171284,34.60401573068361,28.119025125696574,3.620611125444711,3.5178233213415453,17.15082993637826,1.0,-0.013434528646021352,-0.17397509409608755,-0.17697133706880305
walken,wlkn,0.00477612,13.0,0.10260646303127172,0.5608412724362961,1.0201277097014547,0.9079829839308655,101.0,111.0,111.0,,28.0,0.0,23.0,10,1,51.477313291512885,10.628688566176544,25.071091219247013,0.0,0.0,1.9343023438066211,3.0,0.009589884913940685,0.0523117638544379,0.08536459737511672
wanchain,wan,0.212465,6.0,0.07379484720785275,0.3659162930682046,0.4564990911888329,0.3401422090425013,110.0,10.0,1.0,,12.0,0.0,12.0,10,0,46.42802868146262,46.194787137462676,31.316825115405674,47.91458981061579,38.55901091831967,78.50551118665727,2.0,0.023052835322201128,-0.042172858564129195,-0.020252030283867004
waves,waves,2.25,7.0,0.07040016994466441,0.8034952406484536,0.5284350488676975,0.1067824133422103,111.0,110.0,0.0,,20.0,0.0,22.0,0,0,50.91299751646129,33.64708319505978,30.325504387907806,2.047263191793377,2.01533665481886,6.798509890139158,2.0,127.61036754447103,-0.5669154026119679,0.9793835137207221
wax,waxp,0.067232,6.0,0.04253089501169947,0.39931307658886067,0.5810848135925598,0.21815294021441806,101.0,10.0,0.0,,22.0,0.0,14.0,10,0,65.50087226378521,41.14670917775099,36.63535777738196,212.34264703798814,124.55886719738338,30.83292179523582,3.0,1.9948658492417792e-05,0.19111305300625817,0.3641963985136089
wazirx,wrx,0.129792,8.0,0.08228436521103051,0.3979521422648613,0.806032916032854,0.6101962961853675,100.0,11.0,110.0,,16.0,0.0,21.0,10,0,59.67849755249705,32.21894712764541,22.148414730448867,12.986295089851097,0.0,67.81567663210953,1.0,0.03718047759110174,-0.6852620448623116,1.4159994388439165
wemix-token,wemix,1.82,6.0,0.08778495087838538,0.7569866715405357,0.5532072406065403,0.2160461815851995,11.0,10.0,100.0,,110.0,0.0,32.0,0,0,56.93297423727481,55.163475912396926,50.94038710642961,80.09970326393015,82.75568120236571,82.27223325740034,2.0,-0.002781791762196195,-0.02923691208066235,0.04810389538939766
wilder-world,wild,0.30802,7.0,0.15025326858120508,0.06994360633526062,0.7678683575072957,0.47258919820804934,100.0,11.0,110.0,,15.0,0.0,34.0,10,11,24.16239667521432,50.815737465265116,57.323971127402736,0.0,0.0,0.0,2.0,-0.17628493151718408,0.04723403567164136,0.1733444644473334
wing-finance,wing,6.86,6.0,0.05974635318541168,0.43491533486715606,0.5653374401815113,0.2552880021878989,110.0,10.0,1.0,,12.0,0.0,20.0,10,0,52.433559106669655,47.07831514402423,46.36898726164518,2.0415160217610833,2.2203089080247764,24.933843108070313,0.0,-0.02658614751769238,-0.00046512142518640446,-0.08036805828082018
wink,win,7.317e-05,3.0,0.03339119545446977,0.15401386209646398,0.5224444239162667,0.23199408402329938,0.0,10.0,0.0,,12.0,0.0,12.0,10,0,68.18553679078006,42.62436697401219,39.98044185491066,46.49484028112896,34.92390919552584,0.0,1.0,0.020281424426767017,-0.013055820452720938,-0.009091893073738998
woo-network,woo,0.258424,8.0,0.10565390510595103,0.20958564837278476,0.9022573907880596,0.7806190118656037,100.0,11.0,101.0,,17.0,0.0,25.0,10,1,50.64112030688921,33.25305756977755,52.30320210974115,18.21296189383733,0.0,0.0,3.0,0.048353575394459516,0.4555749537030337,0.7118794172771947
woonkly-power,woop,0.0037707,10.0,0.42137380739831143,0.8179912368117055,0.9367926665848187,0.3176034206105804,110.0,111.0,110.0,,115.0,0.0,23.0,10,11,27.6234804687648,37.015857359351514,46.98493779075701,55.46027021219251,71.40884892791557,24.877773059560568,2.0,-0.004203390452665754,-0.03201418902526532,0.01176425635567519
world-mobile-token,wmt,0.141654,7.0,0.14042121789393605,0.047080767300888275,0.7242335126839758,0.30534851340044405,100.0,11.0,101.0,,12.0,0.0,24.0,10,0,26.544398655944207,25.238001803842277,14.110297350395001,0.0,0.0,0.0,3.0,0.13319157035900933,0.13034651051368226,0.1548222142739224
wrapped-beacon-eth,wbeth,2143.87,10.0,0.03450333238684916,1.0012984448913385,0.6474275429033547,0.12565739357935432,111.0,111.0,100.0,,25.0,0.0,35.0,0,0,53.47732389270481,41.09560194905117,34.79272258286466,5.416660372243705,4.96909615379581,92.9370998976365,2.0,0.0006095480051673299,-0.05135564915004674,0.6252518271565091
wrapped-bitcoin,wbtc,36815.0,3.0,0.01785409773052866,0.15369936531249373,0.6902696577622838,0.08181315997160994,100.0,10.0,0.0,,10.0,0.0,16.0,10,1,70.63447198643708,22.307337350531718,28.138650849141708,177.32862039569684,139.13597038609302,24.849554115806214,3.0,-0.001969420069433364,0.04653843247853327,0.005936313586683829
wrapped-nxm,wnxm,41.16,9.0,0.05522645945103566,0.5801342451699123,0.5659207931851156,0.3569844581332943,101.0,11.0,101.0,,22.0,0.0,36.0,10,10,58.57728778223625,58.97042247236812,38.14209444228077,0.0,4.288362818788848,36.9863523287877,2.0,0.0033208359811596317,0.12216136381681264,-0.08333214246976062
xcad-network,xcad,0.810663,7.0,0.04066935728351162,0.3115666908802417,0.4173970658609541,1.0420835934669417,100.0,10.0,11.0,,13.0,0.0,26.0,11,0,55.83458473360381,39.77155641916676,-21.309049895346735,0.0,0.0,0.0,4.0,0.014161447551614631,0.22709914150794383,0.1898061858186289
xdce-crowd-sale,xdc,0.053519,8.0,0.06414744696221039,0.08617364181058468,0.5836406032135923,0.1976721816083726,110.0,11.0,100.0,,115.0,0.0,28.0,10,11,38.06081450351023,40.11003008123861,47.187739125659995,0.0,0.0,0.0,4.0,-0.0022679578963169184,-0.008274656139657777,0.0540068342356938
xdefi,xdefi,0.16245,10.0,0.22267175559241784,0.6324133683746193,0.9757365976031336,0.2525145148370289,110.0,111.0,110.0,,115.0,0.0,58.0,10,0,59.16107793947447,29.357765018537087,10.493849312430347,0.0,0.0,8.648353095207938,3.0,-0.00471867573559151,0.6790494898969915,0.10932183120040387
xyo-network,xyo,0.00388363,9.0,0.06901072722593828,0.6493270748797324,0.8370264462010157,0.3632338255161917,110.0,111.0,110.0,,15.0,0.0,42.0,10,1,38.09541960504381,31.556147861404614,34.879771188415,11.703687482469768,6.69746924364884,0.0,3.0,0.03547426587921646,-0.008494663055624652,0.18931411683229787
yearn-finance,yfi,10776.96,14.0,0.41354322523210135,1.0145446815790815,1.0177720807335204,0.8594588764749492,111.0,111.0,111.0,vente,127.0,0.0,38.0,0,1,19.03096806238526,7.817019423076231,20.07042484613454,0.0,0.0,0.0,4.0,0.04627502475712829,0.47526583241137366,0.6683376820239735
yfii-finance,yfii,1015.15,13.0,0.34304991714344013,0.5539404639349796,0.8049924812926922,0.8862859233593783,110.0,111.0,111.0,,118.0,0.0,32.0,10,0,54.048657922852456,46.11785121091043,17.191751371707408,111.39528948165051,0.0,12.651638629445017,3.0,0.005064696290406842,0.32105343178786877,0.2679284131069925
yield-app,yld,0.072535,11.0,0.0650970225799607,0.47045728887136323,0.8159732078910736,0.9719204581821592,1.0,11.0,111.0,,28.0,16.0,6.0,11,11,40.610522355302464,51.90475959203239,66.01690006843887,1.5761013763058713,27.574915027056633,92.50396654792583,1.0,-0.01726566147536383,-0.09193229241135256,-0.10290034909490554
yield-guild-games,ygg,0.392754,6.0,0.27522851788752006,0.3762346656120873,0.3399213306301155,0.14765813771280323,110.0,110.0,0.0,,12.0,0.0,33.0,0,10,46.288329891700826,56.59365132116866,21.72836428910322,0.0,0.0,7.681818031947913,1.0,-0.0028817714651762296,-0.01029903509283902,-0.05684869382077083
zcash,zec,30.79,7.0,0.0614439605636919,0.5972661878782052,0.5832632879876192,0.251045983133448,110.0,10.0,100.0,,112.0,0.0,18.0,10,0,54.93920671637158,50.97297505488405,35.91853234172797,0.0,0.0,5.731255028967901,2.0,-0.006484061027069346,0.13669746989122394,0.1657860027817812
zcoin,firo,1.93,7.0,0.0675938877700147,0.5039632643347329,0.4808321382627238,0.5516321293116166,110.0,1.0,11.0,,12.0,0.0,20.0,0,10,45.88865013223237,52.32492354308101,44.50457993308573,2.0345934150695086,4.047058126512852,4.48105243651532,2.0,-0.0067537227392972035,0.27685610678577866,0.23547202235117148
zelcash,flux,0.444075,8.0,0.13910263875141202,0.5830552560180658,0.4470385600857156,0.2673225038078152,110.0,110.0,101.0,,12.0,0.0,25.0,0,0,50.397776030378274,47.80606309644784,20.855100658413935,11.846824036013231,0.0,100.71537717707177,3.0,0.00329043316314719,0.14858388117381088,0.18818857000668102
zencash,zen,11.89,7.0,0.0936011128535839,0.5306530123538786,0.5192604711130341,0.20902164107081309,101.0,10.0,100.0,,22.0,0.0,28.0,0,10,50.59707449907939,50.63196963387555,39.356259261710456,0.0,0.0,0.0,2.0,0.0025600692032666274,-0.003947918214143305,0.1771732185979114
zilliqa,zil,0.02248838,7.0,0.1227873884939218,0.5493882395702026,0.5747796546428481,0.16489427830689432,110.0,110.0,100.0,,12.0,0.0,30.0,10,0,58.92427191279431,43.37972903298553,35.43674644458053,0.0,0.0,0.0,2.0,0.035308381025319004,0.15124211620887443,0.16564931479448392
zoid-pay,zpay,0.01020692,4.0,0.10200042572250331,0.18090404894255382,0.29239176797916167,0.4545345425563452,100.0,0.0,1.0,,12.0,15.0,1.0,10,10,54.91641293848887,60.99439571793809,23.175456735711812,44.49267959298028,45.00927601028384,0.0,4.0,0.003238068580670306,0.33875890546334114,0.364452888065511
